 Animal_Type,Count,Region,Area_Required_sqft,Water_Supply_Liters_per_day,Feed_Type,Feed_Quantity_kg_per_week,Vaccination_Schedule,Practice_Guidance
Poultry,51,South,11985,13464,"Wheat Bran, Mustard Cake, Cottonseed Cake, Sorghum",765,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Poultry,61,South,46604,5063,"Maize, Fish Meal, Wheat Bran, Mustard Cake",1098,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Poultry,71,South,45653,12922,"Groundnut Cake, Paddy Straw, Lucerne, Gram Husk",1562,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Keep shelter elevated and dry."
Poultry,81,South,46251,8748,"Groundnut Cake, Paddy Straw, Cottonseed Cake, Sorghum",3888,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Poultry,91,South,39767,19656,"Maize, Fish Meal, Cottonseed Cake, Sorghum",1820,"FMD, HS, BQ","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Poultry,1,East,338,271,"Lucerne, Gram Husk, Groundnut Cake, Paddy Straw",40,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Poultry,11,East,6963,2948,"Wheat Bran, Mustard Cake, Lucerne, Gram Husk",396,Blue Tongue,"Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Poultry,21,East,12159,5103,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",252,"FMD, HS, BQ","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Poultry,31,East,21204,4929,"Wheat Bran, Mustard Cake, Maize, Fish Meal",496,"Newcastle, Fowl Pox","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Poultry,41,East,23493,9840,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",1517,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Poultry,51,East,28866,12240,"Cottonseed Cake, Sorghum, Lucerne, Gram Husk",1428,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Poultry,61,East,12932,16592,"Groundnut Cake, Paddy Straw, Wheat Bran, Mustard Cake",1525,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Poultry,71,East,47570,18957,"Groundnut Cake, Paddy Straw, Wheat Bran, Mustard Cake",2485,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Poultry,81,East,62937,18549,"Wheat Bran, Mustard Cake, Maize, Fish Meal",2916,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Poultry,91,East,54418,25844,"Maize, Fish Meal, Wheat Bran, Mustard Cake",2275,Blue Tongue,"Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Poultry,1,West,749,110,"Groundnut Cake, Paddy Straw, Cottonseed Cake, Sorghum",49,"Newcastle, Fowl Pox","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Poultry,11,West,4587,1914,"Groundnut Cake, Paddy Straw, Wheat Bran, Mustard Cake",473,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Poultry,21,West,7896,5712,"Groundnut Cake, Paddy Straw, Wheat Bran, Mustard Cake",693,"ET, PPR","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Poultry,31,West,22940,7316,"Groundnut Cake, Paddy Straw, Maize, Fish Meal",620,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Poultry,41,West,31775,2460,"Wheat Bran, Mustard Cake, Maize, Fish Meal",1066,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Poultry,51,West,16320,12699,"Wheat Bran, Mustard Cake, Groundnut Cake, Paddy Straw",918,Blue Tongue,"Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Poultry,61,West,46604,16409,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",1403,"FMD, HS, BQ","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Poultry,71,West,52824,5822,"Wheat Bran, Mustard Cake, Cottonseed Cake, Sorghum",1562,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Poultry,81,West,60183,9234,"Cottonseed Cake, Sorghum, Maize, Fish Meal",1620,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Poultry,91,West,26299,6006,"Maize, Fish Meal, Lucerne, Gram Husk",4368,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Poultry,1,Central,301,246,"Lucerne, Gram Husk, Maize, Fish Meal",13,"ET, PPR","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Poultry,11,Central,2772,2112,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",517,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Poultry,21,Central,16191,4011,"Groundnut Cake, Paddy Straw, Wheat Bran, Mustard Cake",756,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Poultry,31,Central,8184,7130,"Cottonseed Cake, Sorghum, Lucerne, Gram Husk",620,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Poultry,41,Central,10127,6929,"Maize, Fish Meal, Lucerne, Gram Husk",410,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Poultry,51,Central,13464,13209,"Wheat Bran, Mustard Cake, Groundnut Cake, Paddy Straw",2499,"FMD, HS, BQ","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Poultry,61,Central,19642,11529,"Wheat Bran, Mustard Cake, Cottonseed Cake, Sorghum",2623,"Newcastle, Fowl Pox","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Poultry,71,Central,48706,13632,"Wheat Bran, Mustard Cake, Maize, Fish Meal",1704,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Poultry,81,Central,34425,18225,"Wheat Bran, Mustard Cake, Groundnut Cake, Paddy Straw",1215,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Keep shelter elevated and dry."
Poultry,91,Central,46592,20020,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",1183,Blue Tongue,"Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,1,North,280,174,"Cottonseed Cake, Sorghum, Wheat Bran, Mustard Cake",46,Blue Tongue,"Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,11,North,5753,2805,"Lucerne, Gram Husk, Wheat Bran, Mustard Cake",275,Blue Tongue,"Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,21,North,13650,1218,"Maize, Fish Meal, Wheat Bran, Mustard Cake",966,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,31,North,19809,8897,"Groundnut Cake, Paddy Straw, Cottonseed Cake, Sorghum",899,"Newcastle, Fowl Pox","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,41,North,22468,7708,"Maize, Fish Meal, Cottonseed Cake, Sorghum",1394,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Keep shelter elevated and dry."
Buffalo,51,North,28152,4590,"Maize, Fish Meal, Wheat Bran, Mustard Cake",1632,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,61,North,46909,7503,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",2440,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,71,North,17111,16117,"Maize, Fish Meal, Wheat Bran, Mustard Cake",2485,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,81,North,57915,14337,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",3078,"FMD, HS, BQ","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,91,North,19929,12831,"Cottonseed Cake, Sorghum, Wheat Bran, Mustard Cake",1183,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,1,South,682,119,"Wheat Bran, Mustard Cake, Cottonseed Cake, Sorghum",22,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,11,South,6589,2453,"Lucerne, Gram Husk, Cottonseed Cake, Sorghum",121,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,21,South,10416,4641,"Groundnut Cake, Paddy Straw, Wheat Bran, Mustard Cake",735,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,31,South,15748,2759,"Wheat Bran, Mustard Cake, Lucerne, Gram Husk",992,Blue Tongue,"Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Buffalo,41,South,31037,5699,"Cottonseed Cake, Sorghum, Maize, Fish Meal",1066,Blue Tongue,"Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,51,South,39474,9129,"Wheat Bran, Mustard Cake, Groundnut Cake, Paddy Straw",612,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,61,South,15250,10858,"Wheat Bran, Mustard Cake, Lucerne, Gram Husk",2135,"ET, PPR","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,71,South,18886,15691,"Wheat Bran, Mustard Cake, Lucerne, Gram Husk",1349,"ET, PPR","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,81,South,23166,8991,"Cottonseed Cake, Sorghum, Maize, Fish Meal",2106,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,91,South,63063,7007,"Wheat Bran, Mustard Cake, Lucerne, Gram Husk",2002,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Buffalo,1,East,687,250,"Lucerne, Gram Husk, Maize, Fish Meal",21,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Buffalo,11,East,5929,3003,"Groundnut Cake, Paddy Straw, Lucerne, Gram Husk",539,"FMD, HS, BQ","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,21,East,15393,2037,"Lucerne, Gram Husk, Wheat Bran, Mustard Cake",609,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,31,East,19871,2976,"Lucerne, Gram Husk, Cottonseed Cake, Sorghum",1457,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,41,East,22755,6027,"Groundnut Cake, Paddy Straw, Lucerne, Gram Husk",1435,"FMD, HS, BQ","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Buffalo,51,East,19584,10710,"Lucerne, Gram Husk, Cottonseed Cake, Sorghum",1122,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,61,East,18910,6344,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",2257,"Newcastle, Fowl Pox","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Buffalo,71,East,46221,16827,"Wheat Bran, Mustard Cake, Maize, Fish Meal",3408,"ET, PPR","Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Buffalo,81,East,17658,18468,"Cottonseed Cake, Sorghum, Maize, Fish Meal",3078,Blue Tongue,"Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Keep shelter elevated and dry."
Buffalo,91,East,26845,16562,"Wheat Bran, Mustard Cake, Cottonseed Cake, Sorghum",3731,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,1,West,285,269,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",13,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,11,West,2838,2321,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",264,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,21,West,16254,2625,"Cottonseed Cake, Sorghum, Maize, Fish Meal",966,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Keep shelter elevated and dry."
Buffalo,31,West,7192,5890,"Lucerne, Gram Husk, Maize, Fish Meal",1178,Blue Tongue,"Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,41,West,30873,7175,"Wheat Bran, Mustard Cake, Cottonseed Cake, Sorghum",738,"ET, PPR","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Keep shelter elevated and dry."
Buffalo,51,West,36720,7446,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",1632,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,61,West,45079,16287,"Lucerne, Gram Husk, Maize, Fish Meal",2745,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,71,West,16756,19028,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",1633,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,81,West,53946,4536,"Lucerne, Gram Husk, Wheat Bran, Mustard Cake",3159,"FMD, HS, BQ","Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Buffalo,91,West,59423,25116,"Groundnut Cake, Paddy Straw, Lucerne, Gram Husk",4095,Blue Tongue,"Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,1,Central,338,284,"Groundnut Cake, Paddy Straw, Maize, Fish Meal",41,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Buffalo,11,Central,6083,2926,"Lucerne, Gram Husk, Cottonseed Cake, Sorghum",528,"ET, PPR","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Buffalo,21,Central,16086,5439,"Wheat Bran, Mustard Cake, Groundnut Cake, Paddy Straw",588,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,31,Central,23467,3193,"Maize, Fish Meal, Cottonseed Cake, Sorghum",1457,Blue Tongue,"Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Buffalo,41,Central,13981,11726,"Cottonseed Cake, Sorghum, Lucerne, Gram Husk",984,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,51,Central,39729,11526,"Cottonseed Cake, Sorghum, Wheat Bran, Mustard Cake",1479,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Buffalo,61,Central,33855,3477,"Maize, Fish Meal, Cottonseed Cake, Sorghum",2745,"Newcastle, Fowl Pox","Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Buffalo,71,Central,41677,10153,"Groundnut Cake, Paddy Straw, Maize, Fish Meal",1491,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,81,Central,33696,6399,"Cottonseed Cake, Sorghum, Lucerne, Gram Husk",2592,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Buffalo,91,Central,25571,6643,"Wheat Bran, Mustard Cake, Cottonseed Cake, Sorghum",3276,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Sheep,1,North,226,296,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",34,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Sheep,11,North,4939,550,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",363,"Newcastle, Fowl Pox","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Sheep,21,North,12285,5544,"Lucerne, Gram Husk, Cottonseed Cake, Sorghum",462,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Sheep,31,North,8959,5704,"Wheat Bran, Mustard Cake, Maize, Fish Meal",620,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Sheep,41,North,17425,3075,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",1107,"FMD, HS, BQ","Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Sheep,51,North,18156,8364,"Groundnut Cake, Paddy Straw, Lucerne, Gram Husk",1275,"Newcastle, Fowl Pox","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Sheep,61,North,31903,6344,"Groundnut Cake, Paddy Straw, Wheat Bran, Mustard Cake",2257,Blue Tongue,"Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
Sheep,71,North,40470,20874,"Groundnut Cake, Paddy Straw, Maize, Fish Meal",923,"ET, PPR","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Keep shelter elevated and dry."
Sheep,81,North,51030,10611,"Lucerne, Gram Husk, Groundnut Cake, Paddy Straw",1620,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Ensure proper drainage to avoid infections."
Sheep,91,North,54236,18291,"Cottonseed Cake, Sorghum, Maize, Fish Meal",3276,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Sheep,1,South,755,150,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",25,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Sheep,11,South,4598,3113,"Groundnut Cake, Paddy Straw, Lucerne, Gram Husk",121,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Sheep,21,South,6573,5712,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",210,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Sheep,31,South,13516,2511,"Cottonseed Cake, Sorghum, Lucerne, Gram Husk",1209,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Sheep,41,South,28290,5535,"Lucerne, Gram Husk, Maize, Fish Meal",1517,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Sheep,51,South,26418,4998,"Maize, Fish Meal, Wheat Bran, Mustard Cake",663,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Keep shelter elevated and dry."
Sheep,61,South,41358,14335,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",1586,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Sheep,71,South,30317,10437,"Wheat Bran, Mustard Cake, Cottonseed Cake, Sorghum",2485,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Sheep,81,South,43416,16767,"Lucerne, Gram Husk, Wheat Bran, Mustard Cake",2997,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Sheep,91,South,57694,9282,"Groundnut Cake, Paddy Straw, Lucerne, Gram Husk",1911,"FMD, HS, BQ","Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Ensure proper drainage to avoid infections."
Sheep,1,East,566,218,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",40,"FMD, HS, BQ","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Keep shelter elevated and dry."
Sheep,11,East,8415,2783,"Wheat Bran, Mustard Cake, Groundnut Cake, Paddy Straw",154,"Newcastle, Fowl Pox","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Use dry fodder to prevent spoilage."
Sheep,21,East,12852,4620,"Groundnut Cake, Paddy Straw, Lucerne, Gram Husk",567,"Newcastle, Fowl Pox","Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Sheep,31,East,16926,3441,"Maize, Fish Meal, Wheat Bran, Mustard Cake",372,"ET, PPR","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Sheep,41,East,24928,6478,"Cottonseed Cake, Sorghum, Lucerne, Gram Husk",410,"ET, PPR","Summer: Provide ample shade and cooling water.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Sheep,51,East,31212,12189,"Maize, Fish Meal, Lucerne, Gram Husk",2448,"FMD, HS, BQ","Summer: Use sprinklers or fans to reduce heat stress.
Winter: Avoid damp conditions to prevent illnesses.
Rainy: Ensure proper drainage to avoid infections."
Sheep,61,East,48190,12200,"Maize, Fish Meal, Groundnut Cake, Paddy Straw",2989,"ET, PPR","Summer: Provide ample shade and cooling water.
Winter: Increase high-energy feed for warmth.
Rainy: Use dry fodder to prevent spoilage."
Sheep,71,East,36778,17537,"Cottonseed Cake, Sorghum, Groundnut Cake, Paddy Straw",2272,"ET, PPR","Summer: Feed light, high-moisture content food.
Winter: Ensure insulated shelter with thick bedding.
Rainy: Use dry fodder to prevent spoilage."
Sheep,81,East,21870,16443,"Groundnut Cake, Paddy Straw, Cottonseed Cake, Sorghum",3807,Blue Tongue,"Summer: Feed light, high-moisture content food.
Winter: Increase high-energy feed for warmth.
Rainy: Keep shelter elevated and dry."
